game_pk,condition,temp,wind,venue,venue_id
745188,Sunny,65,"6 mph, L To R",Busch Stadium,2889
745189,Cloudy,58,"8 mph, In From LF",Busch Stadium,2889
745198,Cloudy,63,"16 mph, R To L",Busch Stadium,2889
745437,Clear,61,"11 mph, L To R",Petco Park,2680
745482,Clear,87,"10 mph, Out To RF",PNC Park,31
745699,Cloudy,74,"6 mph, R To L",Yankee Stadium,3313
745994,Roof Closed,68,"0 mph, None",American Family Field,32
746477,Sunny,72,"13 mph, Out To LF",Comerica Park,2394
746495,Sunny,86,"3 mph, R To L",Coors Field,19
746677,Partly Cloudy,85,"5 mph, L To R",Great American Ball Park,2602
746709,Partly Cloudy,72,"9 mph, Out To LF",Great American Ball Park,2602
746846,Sunny,85,"6 mph, In From CF",Wrigley Field,17
746869,Sunny,77,"11 mph, In From CF",Wrigley Field,17
747215,Clear,87,"7 mph, In From RF",Chase Field,15
745871,Partly Cloudy,65,"10 mph, Out To CF",Target Field,3312
746592,Sunny,78,"8 mph, In From CF",Progressive Field,5
746598,Clear,78,"12 mph, R To L",Progressive Field,5
747003,Partly Cloudy,90,"2 mph, Out To LF",Oriole Park at Camden Yards,2
745210,Cloudy,67,"0 mph, Calm",T-Mobile Park,680
745358,Sunny,73,"11 mph, L To R",Petco Park,2680
745367,Partly Cloudy,67,"14 mph, L To R",Petco Park,2680
745414,Partly Cloudy,64,"9 mph, L To R",Petco Park,2680
745415,Partly Cloudy,64,"8 mph, L To R",Petco Park,2680
745419,Sunny,67,"8 mph, L To R",Petco Park,2680
745426,Cloudy,63,"8 mph, L To R",Petco Park,2680
745439,Clear,66,"7 mph, L To R",Petco Park,2680
745445,Partly Cloudy,63,"12 mph, L To R",Petco Park,2680
746164,Overcast,55,"4 mph, L To R",Dodger Stadium,22
746886,Clear,63,"12 mph, In From CF",Wrigley Field,17
747120,Partly Cloudy,81,"5 mph, Out To LF",Truist Park,4705
747145,Roof Closed,77,"0 mph, None",Chase Field,15
746672,Partly Cloudy,88,"6 mph, Out To LF",Great American Ball Park,2602
745051,Dome,72,"0 mph, None",Tropicana Field,12
745289,Sunny,70,"5 mph, Out To CF",Oracle Park,2395
745936,Roof Closed,82,"4 mph, In From RF",American Family Field,32
746502,Partly Cloudy,80,"8 mph, L To R",Coors Field,19
746571,Partly Cloudy,61,"6 mph, In From LF",Coors Field,19
746918,Cloudy,84,"3 mph, Out To CF",Fenway Park,3
747154,Roof Closed,78,"0 mph, None",Chase Field,15
747158,Roof Closed,78,"0 mph, None",Chase Field,15
747166,Roof Closed,78,"0 mph, None",Chase Field,15
747213,Clear,75,"4 mph, Out To RF",Chase Field,15
747219,Sunny,77,"2 mph, Calm",Chase Field,15
747223,Clear,81,"10 mph, Out To RF",Chase Field,15
744845,Partly Cloudy,82,"14 mph, In From LF",Nationals Park,3309
745261,Partly Cloudy,53,"0 mph, Calm",T-Mobile Park,680
745300,Partly Cloudy,62,"14 mph, Varies",Oracle Park,2395
745385,Sunny,75,"8 mph, L To R",Petco Park,2680
745498,Partly Cloudy,79,"6 mph, Calm",PNC Park,31
745602,Cloudy,59,"10 mph, In From LF",Citizens Bank Park,2681
745729,Partly Cloudy,87,"10 mph, L To R",Yankee Stadium,3313
745794,Cloudy,83,"8 mph, L To R",Citi Field,3289
745866,Partly Cloudy,75,"7 mph, In From CF",Target Field,3312
745960,Sunny,86,"5 mph, In From RF",American Family Field,32
746082,Sunny,81,"14 mph, In From LF",loanDepot park,4169
746190,Clear,76,"8 mph, R To L",Angel Stadium,1
746663,Sunny,85,"4 mph, L To R",Great American Ball Park,2602
746816,Sunny,70,"10 mph, L To R",Guaranteed Rate Field,4
747070,Cloudy,71,"10 mph, L To R",Truist Park,4705
747072,Partly Cloudy,76,"12 mph, L To R",Truist Park,4705
747079,Clear,82,"8 mph, L To R",Truist Park,4705
747080,Clear,82,"8 mph, L To R",Truist Park,4705
747085,Clear,92,"8 mph, Out To LF",Truist Park,4705
747100,Partly Cloudy,90,"8 mph, L To R",Truist Park,4705
747111,Cloudy,75,"9 mph, L To R",Truist Park,4705
747112,Clear,92,"2 mph, Calm",Truist Park,4705
747121,Partly Cloudy,82,"4 mph, L To R",Truist Park,4705
747124,Partly Cloudy,75,"7 mph, Varies",Truist Park,4705
747127,Partly Cloudy,84,"3 mph, Out To LF",Truist Park,4705
747129,Cloudy,78,"11 mph, L To R",Truist Park,4705
747136,Cloudy,80,"6 mph, Out To LF",Truist Park,4705
747141,Sunny,65,"7 mph, L To R",Truist Park,4705
747180,Dome,78,"0 mph, None",Chase Field,15
744870,Partly Cloudy,46,"6 mph, Out To RF",Nationals Park,3309
745052,Dome,72,"0 mph, None",Tropicana Field,12
745287,Partly Cloudy,61,"20 mph, Out To CF",Oracle Park,2395
745350,Partly Cloudy,58,"20 mph, Out To CF",Oracle Park,2395
745360,Partly Cloudy,70,"10 mph, Out To RF",Petco Park,2680
745369,Clear,85,"7 mph, L To R",Petco Park,2680
745374,Clear,81,"13 mph, L To R",Petco Park,2680
745381,Sunny,76,"9 mph, Out To RF",Petco Park,2680
745388,Clear,78,"11 mph, L To R",Petco Park,2680
745472,Cloudy,83,"4 mph, R To L",PNC Park,31
745481,Clear,84,"5 mph, Calm",PNC Park,31
745484,Cloudy,82,"4 mph, Out To LF",PNC Park,31
745503,Partly Cloudy,86,"10 mph, Out To LF",PNC Park,31
745507,Sunny,75,"11 mph, Out To LF",PNC Park,31
745510,Cloudy,74,"10 mph, Out To CF",PNC Park,31
745514,Cloudy,48,"10 mph, Out To CF",PNC Park,31
745517,Partly Cloudy,72,"9 mph, Out To LF",PNC Park,31
745840,Partly Cloudy,72,"5 mph, Out To RF",Citi Field,3289
745969,Clear,74,"5 mph, L To R",American Family Field,32
745992,Sunny,61,"12 mph, In From LF",American Family Field,32
746032,Roof Closed,72,"0 mph, None",loanDepot park,4169
746091,Partly Cloudy,73,"13 mph, In From LF",loanDepot park,4169
747147,Roof Closed,78,"0 mph, None",Chase Field,15
744892,Partly Cloudy,73,"9 mph, Out To CF",Rogers Centre,14
744963,Clear,85,"14 mph, In From CF",Globe Life Field,5325
745016,Clear,81,"3 mph, In From LF",Globe Life Field,5325
745232,Cloudy,63,"2 mph, In From LF",T-Mobile Park,680
745326,Clear,63,"15 mph, Out To CF",Oracle Park,2395
745509,Partly Cloudy,71,"3 mph, Out To LF",PNC Park,31
745710,Rain,69,"11 mph, In From CF",Yankee Stadium,3313
746086,Partly Cloudy,79,"13 mph, In From CF",loanDepot park,4169
746182,Clear,77,"7 mph, Out To LF",Angel Stadium,1
746188,Clear,82,"8 mph, Out To CF",Angel Stadium,1
746193,Partly Cloudy,84,"11 mph, Out To CF",Angel Stadium,1
746203,Clear,80,"8 mph, Out To CF",Angel Stadium,1
746207,Partly Cloudy,75,"6 mph, Out To CF",Angel Stadium,1
746209,Partly Cloudy,87,"6 mph, Out To CF",Angel Stadium,1
746213,Clear,79,"4 mph, Out To CF",Angel Stadium,1
746219,Clear,72,"6 mph, Out To CF",Angel Stadium,1
746223,Partly Cloudy,69,"9 mph, R To L",Angel Stadium,1
746224,Partly Cloudy,69,"6 mph, Out To CF",Angel Stadium,1
746228,Clear,68,"9 mph, Out To CF",Angel Stadium,1
746232,Clear,67,"10 mph, R To L",Angel Stadium,1
746239,Clear,68,"10 mph, Out To CF",Angel Stadium,1
746244,Cloudy,67,"10 mph, Out To CF",Angel Stadium,1
746252,Clear,70,"2 mph, Varies",Angel Stadium,1
746266,Clear,74,"10 mph, R To L",Kauffman Stadium,7
746386,Roof Closed,73,"0 mph, None",Minute Maid Park,2392
746729,Clear,61,"11 mph, Out To CF",Great American Ball Park,2602
746738,Sunny,73,"8 mph, In From LF",Guaranteed Rate Field,4
746856,Sunny,76,"6 mph, In From RF",Wrigley Field,17
746975,Sunny,59,"6 mph, Out To RF",Fenway Park,3
744811,Clear,88,"5 mph, Out To RF",Nationals Park,3309
744916,Cloudy,64,"16 mph, L To R",Rogers Centre,14
744972,Roof Closed,74,"0 mph, None",Globe Life Field,5325
745606,Clear,62,"10 mph, Varies",Oakland Coliseum,10
745689,Sunny,77,"10 mph, In From CF",Yankee Stadium,3313
745691,Cloudy,73,"4 mph, Calm",Yankee Stadium,3313
745705,Partly Cloudy,74,"12 mph, Varies",Yankee Stadium,3313
745708,Sunny,85,"11 mph, L To R",Yankee Stadium,3313
745716,Partly Cloudy,76,"7 mph, Varies",Yankee Stadium,3313
745718,Cloudy,79,"10 mph, Out To CF",Yankee Stadium,3313
745721,Partly Cloudy,82,"7 mph, L To R",Yankee Stadium,3313
745724,Partly Cloudy,86,"5 mph, R To L",Yankee Stadium,3313
745732,Clear,81,"13 mph, R To L",Yankee Stadium,3313
745806,Clear,84,"10 mph, Out To LF",Citi Field,3289
746438,Partly Cloudy,80,"10 mph, In From RF",Comerica Park,2394
746827,Sunny,70,"8 mph, Out To RF",Wrigley Field,17
747012,Cloudy,81,"2 mph, Out To LF",Oriole Park at Camden Yards,2
744961,Roof Closed,74,"0 mph, None",Globe Life Field,5325
744964,Roof Closed,74,"0 mph, None",Globe Life Field,5325
744977,Roof Closed,74,"0 mph, None",Globe Life Field,5325
744979,Roof Closed,74,"0 mph, Calm",Globe Life Field,5325
744989,Roof Closed,74,"0 mph, None",Globe Life Field,5325
744990,Roof Closed,74,"0 mph, None",Globe Life Field,5325
744993,Roof Closed,74,"0 mph, None",Globe Life Field,5325
744999,Roof Closed,74,"0 mph, None",Globe Life Field,5325
745003,Roof Closed,74,"0 mph, None",Globe Life Field,5325
745006,Roof Closed,74,"0 mph, None",Globe Life Field,5325
745009,Roof Closed,74,"0 mph, None",Globe Life Field,5325
745017,Roof Closed,74,"0 mph, None",Globe Life Field,5325
745021,Roof Closed,74,"0 mph, Calm",Globe Life Field,5325
745025,Roof Closed,74,"0 mph, None",Globe Life Field,5325
745030,Roof Closed,74,"0 mph, None",Globe Life Field,5325
745039,Roof Closed,74,"0 mph, None",Globe Life Field,5325
745114,Dome,72,"0 mph, None",Tropicana Field,12
745147,Partly Cloudy,91,"7 mph, Out To CF",Busch Stadium,2889
745241,Partly Cloudy,59,"0 mph, Calm",T-Mobile Park,680
745605,Partly Cloudy,69,"13 mph, Out To RF",Oakland Coliseum,10
745712,Sunny,84,"8 mph, R To L",Yankee Stadium,3313
745975,Partly Cloudy,83,"9 mph, In From LF",American Family Field,32
746174,Sunny,75,"6 mph, Out To CF",Angel Stadium,1
746369,Roof Closed,73,"0 mph, None",Minute Maid Park,2392
746404,Roof Closed,73,"0 mph, None",Minute Maid Park,2392
746597,Partly Cloudy,76,"6 mph, In From RF",Progressive Field,5
746748,Sunny,81,"6 mph, Out To RF",Guaranteed Rate Field,4
747152,Roof Closed,78,"0 mph, None",Chase Field,15
744836,Partly Cloudy,96,"4 mph, Out To LF",Nationals Park,3309
745121,Partly Cloudy,80,"5 mph, Out To LF",Busch Stadium,2889
745129,Cloudy,82,"6 mph, Out To LF",Busch Stadium,2889
745135,Sunny,92,"5 mph, R To L",Busch Stadium,2889
745141,Cloudy,81,"18 mph, Out To RF",Busch Stadium,2889
745146,Partly Cloudy,84,"9 mph, In From LF",Busch Stadium,2889
745153,Cloudy,83,"6 mph, Out To LF",Busch Stadium,2889
745159,Partly Cloudy,88,"5 mph, Out To RF",Busch Stadium,2889
745165,Sunny,90,"14 mph, Out To RF",Busch Stadium,2889
745171,Clear,88,"9 mph, Out To LF",Busch Stadium,2889
745172,Overcast,64,"10 mph, R To L",Busch Stadium,2889
745174,Clear,80,"16 mph, L To R",Busch Stadium,2889
745181,Cloudy,82,"9 mph, In From RF",Busch Stadium,2889
745187,Partly Cloudy,75,"5 mph, In From LF",Busch Stadium,2889
745192,Sunny,56,"14 mph, L To R",Busch Stadium,2889
745195,Cloudy,68,"4 mph, In From LF",Busch Stadium,2889
745575,Clear,81,"7 mph, Out To CF",Citizens Bank Park,2681
745677,Partly Cloudy,61,"12 mph, Out To RF",Oakland Coliseum,10
745833,Cloudy,57,"14 mph, Out To LF",Citi Field,3289
745868,Partly Cloudy,84,"9 mph, In From RF",Target Field,3312
745938,Clear,76,"6 mph, In From RF",American Family Field,32
745995,Roof Closed,67,"0 mph, None",American Family Field,32
746055,Roof Closed,72,"0 mph, None",loanDepot park,4169
746235,Clear,66,"8 mph, Out To CF",Angel Stadium,1
746682,Partly Cloudy,79,"4 mph, Out To CF",Great American Ball Park,2602
746849,Cloudy,84,"5 mph, In From RF",Wrigley Field,17
747096,Cloudy,78,"1 mph, Calm",Truist Park,4705
745037,Roof Closed,74,"0 mph, None",Globe Life Field,5325
745322,Partly Cloudy,62,"13 mph, Out To CF",Oracle Park,2395
745429,Sunny,71,"8 mph, L To R",Petco Park,2680
745499,Overcast,59,"9 mph, Out To CF",PNC Park,31
745971,Sunny,67,"6 mph, L To R",American Family Field,32
746024,Roof Closed,72,"0 mph, None",loanDepot park,4169
746101,Clear,94,"7 mph, L To R",Dodger Stadium,22
746277,Clear,88,"8 mph, R To L",Kauffman Stadium,7
746506,Partly Cloudy,83,"3 mph, R To L",Coors Field,19
746678,Overcast,85,"7 mph, R To L",Great American Ball Park,2602
746819,Cloudy,68,"16 mph, In From LF",Wrigley Field,17
746826,Sunny,84,"8 mph, R To L",Wrigley Field,17
746834,Clear,72,"7 mph, In From RF",Wrigley Field,17
746843,Partly Cloudy,81,"8 mph, Out To CF",Wrigley Field,17
746847,Cloudy,76,"13 mph, In From CF",Wrigley Field,17
746852,Partly Cloudy,80,"3 mph, In From RF",Wrigley Field,17
746864,Sunny,91,"13 mph, Out To CF",Wrigley Field,17
746878,Sunny,77,"6 mph, In From CF",Wrigley Field,17
746894,Sunny,55,"5 mph, Out To RF",Wrigley Field,17
746897,Partly Cloudy,43,"15 mph, In From LF",Wrigley Field,17
747214,Clear,83,"5 mph, Out To RF",Chase Field,15
744901,Roof Closed,71,"11 mph, Out To RF",Rogers Centre,14
744927,Roof Closed,68,"0 mph, None",Rogers Centre,14
745057,Dome,72,"0 mph, None",Tropicana Field,12
745639,Clear,76,"11 mph, Out To RF",Oakland Coliseum,10
745733,Partly Cloudy,83,"14 mph, R To L",Yankee Stadium,3313
745846,Sunny,79,"5 mph, R To L",Target Field,3312
746242,Cloudy,59,"6 mph, Out To RF",Angel Stadium,1
746373,Roof Closed,73,"0 mph, None",Minute Maid Park,2392
746511,Clear,85,"10 mph, Out To LF",Coors Field,19
746794,Sunny,68,"9 mph, In From LF",Guaranteed Rate Field,4
746907,Clear,74,"7 mph, In From LF",Fenway Park,3
746982,Cloudy,75,"5 mph, Out To LF",Oriole Park at Camden Yards,2
746987,Overcast,75,"6 mph, In From RF",Oriole Park at Camden Yards,2
746990,Partly Cloudy,77,"5 mph, R To L",Oriole Park at Camden Yards,2
746996,Partly Cloudy,84,"8 mph, R To L",Oriole Park at Camden Yards,2
746999,Cloudy,81,"4 mph, Out To LF",Oriole Park at Camden Yards,2
747008,Partly Cloudy,89,"3 mph, Out To LF",Oriole Park at Camden Yards,2
747011,Cloudy,89,"4 mph, Out To RF",Oriole Park at Camden Yards,2
747027,Partly Cloudy,74,"6 mph, In From LF",Oriole Park at Camden Yards,2
747032,Clear,74,"7 mph, In From LF",Oriole Park at Camden Yards,2
747045,Sunny,78,"2 mph, Out To CF",Oriole Park at Camden Yards,2
747049,Cloudy,68,"6 mph, Out To LF",Oriole Park at Camden Yards,2
745332,Partly Cloudy,64,"18 mph, Varies",Oracle Park,2395
745737,Partly Cloudy,80,"15 mph, R To L",Yankee Stadium,3313
746294,Clear,86,"14 mph, R To L",Kauffman Stadium,7
746658,Clear,56,"5 mph, L To R",Progressive Field,5
744988,Roof Closed,74,"0 mph, None",Globe Life Field,5325
744992,Roof Closed,74,"0 mph, None",Globe Life Field,5325
745004,Roof Closed,74,"0 mph, None",Globe Life Field,5325
745008,Roof Closed,74,"0 mph, None",Globe Life Field,5325
745012,Roof Closed,74,"0 mph, None",Globe Life Field,5325
745019,Roof Closed,74,"0 mph, None",Globe Life Field,5325
745020,Roof Closed,74,"0 mph, None",Globe Life Field,5325
745664,Sunny,75,"15 mph, Out To RF",Oakland Coliseum,10
745901,Partly Cloudy,72,"13 mph, Out To LF",Target Field,3312
745974,Clear,77,"8 mph, In From RF",American Family Field,32
746062,Roof Closed,72,"0 mph, None",loanDepot park,4169
746136,Clear,68,"8 mph, Out To RF",Dodger Stadium,22
746205,Clear,81,"8 mph, R To L",Angel Stadium,1
746275,Partly Cloudy,73,"7 mph, L To R",Kauffman Stadium,7
746318,Partly Cloudy,74,"8 mph, R To L",Kauffman Stadium,7
746440,Clear,90,"9 mph, Out To CF",Comerica Park,2394
746488,Clear,64,"0 mph, Calm",Comerica Park,2394
746674,Partly Cloudy,80,"9 mph, R To L",Great American Ball Park,2602
747018,Partly Cloudy,90,"11 mph, Out To LF",Oriole Park at Camden Yards,2
747133,Clear,58,"11 mph, Out To LF",Truist Park,4705
745024,Roof Closed,74,"0 mph, None",Globe Life Field,5325
745306,Partly Cloudy,62,"11 mph, Varies",Oracle Park,2395
745629,Clear,76,"9 mph, Out To RF",Oakland Coliseum,10
745670,Sunny,71,"7 mph, Out To RF",Oakland Coliseum,10
745678,Cloudy,56,"11 mph, Varies",Oakland Coliseum,10
745682,Partly Cloudy,54,"15 mph, Out To RF",Oakland Coliseum,10
746199,Clear,88,"7 mph, R To L",Angel Stadium,1
746308,Clear,87,"6 mph, R To L",Kauffman Stadium,7
746393,Roof Closed,73,"0 mph, None",Minute Maid Park,2392
746652,Cloudy,44,"4 mph, L To R",Progressive Field,5
747050,Clear,60,"6 mph, Out To LF",Oriole Park at Camden Yards,2
744799,Partly Cloudy,84,"6 mph, R To L",Nationals Park,3309
745222,Sunny,71,"3 mph, Out To CF",T-Mobile Park,680
745337,Clear,60,"16 mph, Out To CF",Oracle Park,2395
745525,Clear,79,"6 mph, R To L",Citizens Bank Park,2681
745532,Cloudy,80,"8 mph, Out To RF",Citizens Bank Park,2681
745538,Partly Cloudy,84,"6 mph, L To R",Citizens Bank Park,2681
745545,Partly Cloudy,84,"6 mph, In From LF",Citizens Bank Park,2681
745547,Partly Cloudy,86,"8 mph, Out To CF",Citizens Bank Park,2681
745557,Cloudy,93,"11 mph, Out To CF",Citizens Bank Park,2681
745564,Partly Cloudy,97,"11 mph, Out To RF",Citizens Bank Park,2681
745565,Partly Cloudy,87,"12 mph, L To R",Citizens Bank Park,2681
745569,Cloudy,85,"5 mph, In From CF",Citizens Bank Park,2681
745573,Cloudy,80,"5 mph, L To R",Citizens Bank Park,2681
745579,Partly Cloudy,68,"6 mph, Out To CF",Citizens Bank Park,2681
745585,Cloudy,72,"4 mph, L To R",Citizens Bank Park,2681
745590,Clear,68,"17 mph, Out To RF",Citizens Bank Park,2681
745595,Sunny,71,"15 mph, Out To RF",Citizens Bank Park,2681
745603,Cloudy,48,"23 mph, R To L",Citizens Bank Park,2681
745604,Sunny,56,"17 mph, In From LF",Citizens Bank Park,2681
745767,Cloudy,70,"6 mph, In From RF",Citi Field,3289
745878,Partly Cloudy,75,"6 mph, In From CF",Target Field,3312
745935,Clear,76,"4 mph, L To R",American Family Field,32
746016,Roof Closed,72,"0 mph, None",loanDepot park,4169
746068,Roof Closed,72,"0 mph, None",loanDepot park,4169
746238,Sunny,71,"6 mph, Out To RF",Angel Stadium,1
746724,Sunny,56,"7 mph, In From LF",Great American Ball Park,2602
746858,Partly Cloudy,84,"4 mph, R To L",Wrigley Field,17
746951,Partly Cloudy,70,"3 mph, In From RF",Fenway Park,3
747023,Cloudy,83,"8 mph, R To L",Oriole Park at Camden Yards,2
747083,Clear,81,"9 mph, Out To CF",Truist Park,4705
747168,Roof Closed,78,"0 mph, None",Chase Field,15
744908,Sunny,76,"9 mph, Out To CF",Rogers Centre,14
744981,Roof Closed,74,"0 mph, None",Globe Life Field,5325
744986,Roof Closed,74,"0 mph, None",Globe Life Field,5325
745007,Roof Closed,74,"0 mph, None",Globe Life Field,5325
745013,Roof Closed,74,"0 mph, None",Globe Life Field,5325
745668,Sunny,62,"5 mph, Out To RF",Oakland Coliseum,10
745905,Partly Cloudy,67,"14 mph, Out To CF",Target Field,3312
746555,Partly Cloudy,52,"5 mph, L To R",Coors Field,19
746924,Partly Cloudy,81,"4 mph, In From LF",Fenway Park,3
745124,Overcast,85,"4 mph, Out To CF",Busch Stadium,2889
745707,Partly Cloudy,69,"10 mph, Out To RF",Yankee Stadium,3313
746104,Clear,87,"8 mph, Out To CF",Dodger Stadium,22
746590,Cloudy,76,"9 mph, In From CF",Progressive Field,5
746595,Cloudy,80,"5 mph, L To R",Progressive Field,5
746601,Clear,77,"8 mph, R To L",Progressive Field,5
746745,Partly Cloudy,81,"6 mph, Out To CF",Guaranteed Rate Field,4
744796,Cloudy,77,"5 mph, Out To CF",Nationals Park,3309
744803,Sunny,81,"11 mph, R To L",Nationals Park,3309
744815,Partly Cloudy,77,"3 mph, In From LF",Nationals Park,3309
744820,Cloudy,88,"3 mph, R To L",Nationals Park,3309
744821,Clear,90,"6 mph, Out To LF",Nationals Park,3309
744827,Partly Cloudy,83,"5 mph, Out To LF",Nationals Park,3309
744829,Partly Cloudy,85,"3 mph, Out To CF",Nationals Park,3309
744842,Partly Cloudy,88,"5 mph, Out To RF",Nationals Park,3309
744852,Cloudy,76,"5 mph, Out To LF",Nationals Park,3309
744855,Partly Cloudy,84,"4 mph, In From CF",Nationals Park,3309
744860,Partly Cloudy,83,"4 mph, Out To LF",Nationals Park,3309
744863,Clear,71,"12 mph, Out To CF",Nationals Park,3309
744868,Partly Cloudy,64,"9 mph, R To L",Nationals Park,3309
744874,Partly Cloudy,48,"4 mph, In From CF",Nationals Park,3309
745072,Dome,72,"0 mph, None",Tropicana Field,12
745355,Partly Cloudy,65,"5 mph, Out To CF",Oracle Park,2395
745397,Clear,77,"7 mph, L To R",Petco Park,2680
745453,Sunny,66,"9 mph, Out To CF",PNC Park,31
745542,Partly Cloudy,87,"8 mph, Out To CF",Citizens Bank Park,2681
745796,Partly Cloudy,81,"18 mph, Out To LF",Citi Field,3289
746020,Roof Closed,72,"0 mph, None",loanDepot park,4169
746077,Roof Closed,72,"0 mph, None",loanDepot park,4169
746157,Clear,68,"3 mph, Out To CF",Dodger Stadium,22
746465,Sunny,85,"14 mph, In From RF",Comerica Park,2394
746635,Clear,69,"4 mph, In From CF",Progressive Field,5
746736,Partly Cloudy,75,"17 mph, R To L",Great American Ball Park,2602
746795,Sunny,60,"14 mph, Out To RF",Guaranteed Rate Field,4
746823,Partly Cloudy,78,"9 mph, R To L",Wrigley Field,17
746964,Clear,51,"5 mph, In From RF",Fenway Park,3
747167,Roof Closed,78,"0 mph, None",Chase Field,15
744906,Clear,75,"5 mph, Out To LF",Rogers Centre,14
744955,Roof Closed,74,"0 mph, None",Globe Life Field,5325
744965,Sunny,81,"11 mph, Varies",Globe Life Field,5325
744968,Roof Closed,74,"0 mph, None",Globe Life Field,5325
744973,Roof Closed,74,"0 mph, None",Globe Life Field,5325
744974,Roof Closed,74,"0 mph, None",Globe Life Field,5325
744982,Roof Closed,74,"0 mph, None",Globe Life Field,5325
744991,Roof Closed,74,"0 mph, None",Globe Life Field,5325
744995,Roof Closed,74,"0 mph, None",Globe Life Field,5325
745001,Roof Closed,74,"0 mph, None",Globe Life Field,5325
745002,Roof Closed,74,"0 mph, None",Globe Life Field,5325
745023,Roof Closed,74,"0 mph, None",Globe Life Field,5325
