batter,annual_rate,total_pa,seasons_used,Apr_rate,Apr_pa,Apr_lift,May_rate,May_pa,May_lift,Jun_rate,Jun_pa,Jun_lift,Jul_rate,Jul_pa,Jul_lift,Aug_rate,Aug_pa,Aug_lift,Sep_rate,Sep_pa,Sep_lift,player_name,team,rank,xfp_rh3_per_game,expected_total_fp_remaining,remaining_weights,ros_weighted_lift_pct
669261,0.1847,1180,4,,169,,0.1202,233,-35.0,0.1781,247,-3.6,0.2184,174,18.2,,164,,,193,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-4.8
669720,0.2644,2281,6,0.3643,291,37.8,0.2905,358,9.9,0.3104,335,17.4,0.1553,425,-41.3,0.2075,424,-21.5,0.3013,448,14.0,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-4.9
641658,0.1608,1281,5,0.1659,223,3.2,0.1909,241,18.7,0.1939,165,20.6,0.0847,177,-47.3,0.0507,217,-68.5,0.2519,258,56.7,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-4.9
596146,0.3075,3428,7,0.3649,518,18.7,0.319,674,3.7,0.2314,579,-24.7,0.3188,621,3.7,0.3323,641,8.1,0.2658,395,-13.5,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-4.9
696285,0.1754,969,3,,139,,,134,,,146,,,171,,,163,,0.1667,216,-5.0,Jacob Young,WSH,252.0,1.47,147.5,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-5.0
681481,0.2841,1292,4,0.2609,253,-8.2,,171,,,137,,,88,,0.3488,324,22.8,0.1912,319,-32.7,Kerry Carpenter,DET,128.0,1.72,158.6,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-5.0
621311,0.2514,903,4,,162,,0.2383,235,-5.2,,173,,,163,,,80,,,90,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-5.2
641343,0.157,1733,6,0.1596,188,1.7,0.1551,374,-1.2,0.2745,368,74.9,0.1333,300,-15.0,-0.0191,262,-112.2,0.1992,241,26.9,Jake Bauers,MIL,149.0,1.67,172.9,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-5.5
607680,0.2761,1811,5,0.3024,248,9.5,0.2969,384,7.5,0.279,362,1.1,0.155,200,-43.9,0.2968,310,7.5,0.2834,307,2.6,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-5.6
600474,0.1907,928,3,0.2176,170,14.1,0.2293,205,20.2,0.1398,186,-26.7,,109,,,143,,,115,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-5.8
807799,0.3404,1181,3,,169,,,105,,,161,,0.348,227,2.2,0.3121,282,-8.3,0.2996,237,-12.0,Masataka Yoshida,BOS,91.0,1.8,92.5,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-6.0
545361,0.4013,2696,7,0.4525,716,12.8,0.3947,527,-1.7,0.3815,561,-5.0,0.4482,328,11.7,0.263,270,-34.5,0.4014,294,0.0,Mike Trout,LAA,15.0,2.1,279.4,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-6.1
664238,0.161,1441,6,0.1963,214,21.9,0.2059,272,27.9,0.146,274,-9.3,0.1358,243,-15.7,0.1416,226,-12.1,0.1368,212,-15.0,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-6.2
641531,0.2043,2051,5,0.2433,300,19.1,0.2877,351,40.9,0.0767,313,-62.5,0.227,348,11.1,0.1771,384,-13.3,0.2085,355,2.0,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-6.2
641680,0.2118,2011,5,0.284,243,34.0,0.1913,366,-9.7,0.2297,370,8.4,0.2748,393,29.7,0.1629,307,-23.1,0.1325,332,-37.4,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-6.3
666181,0.1691,875,3,,101,,,142,,0.125,216,-26.1,0.1917,193,13.3,,113,,,110,,Will Benson,CIN,271.0,1.42,68.3,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-6.4
545358,0.1279,899,4,,91,,,101,,0.1659,211,29.7,0.2131,183,66.6,-0.02,200,-115.6,,113,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-6.4
596129,0.2579,1605,5,0.3119,327,20.9,0.2168,309,-15.9,0.3042,332,17.9,0.2524,206,-2.1,0.2116,241,-18.0,0.2158,190,-16.3,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-6.5
457763,0.3219,1314,3,0.3942,241,22.5,0.3617,235,12.4,0.345,229,7.2,0.3059,219,-5.0,0.2016,243,-37.4,,147,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-6.6
502210,0.2986,1132,3,,182,,0.2944,197,-1.4,0.2656,256,-11.0,,175,,,185,,,137,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-6.7
663647,0.1967,2344,5,0.262,397,33.2,0.1329,316,-32.4,0.187,460,-4.9,0.1462,390,-25.7,0.2173,428,10.5,0.2238,353,13.8,Ke'Bryan Hayes,CIN,217.0,1.54,117.3,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-6.7
668930,0.2212,1668,3,0.2334,287,5.5,0.1575,292,-28.8,,221,,0.1377,276,-37.8,0.3206,315,44.9,0.1986,277,-10.2,Brice Turang,MIL,38.0,1.97,234.0,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-6.9
680777,0.2404,1635,5,0.3146,267,30.9,0.2451,306,2.0,0.2006,329,-16.5,0.2924,236,21.6,0.2244,303,-6.6,0.1598,194,-33.5,Ryan Jeffers,MIN,72.0,1.84,162.9,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-7.0
665161,0.2543,2328,4,0.3049,410,19.9,0.3099,426,21.9,0.1955,358,-23.1,0.2034,295,-20.0,0.255,447,0.3,0.2321,392,-8.7,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-7.1
671732,0.2261,1110,3,,185,,,110,,,119,,,196,,0.2738,252,21.1,0.1452,248,-35.8,Lawrence Butler,ATH,235.0,1.5,142.8,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-7.3
474832,0.2772,2024,5,0.2916,415,5.2,0.2706,388,-2.4,0.2822,287,1.8,0.2063,349,-25.6,0.2653,392,-4.3,,193,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-7.9
656716,0.2108,1608,5,0.2337,261,10.9,,187,,0.2021,287,-4.1,0.1971,279,-6.5,0.2062,320,-2.2,0.1715,274,-18.6,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-7.9
664774,0.282,1649,6,0.3093,236,9.7,0.31,271,9.9,,177,,0.2299,261,-18.5,0.1946,334,-31.0,0.3135,370,11.2,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-8.0
624431,0.2356,1214,6,0.3054,239,29.7,0.2471,263,4.9,0.2744,215,16.5,,65,,0.2183,252,-7.4,0.1333,180,-43.4,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-8.0
676694,0.1841,1445,5,0.1937,191,5.2,0.3556,284,93.2,0.187,262,1.6,0.1289,225,-30.0,0.101,287,-45.1,0.1071,196,-41.8,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-8.4
608336,0.1581,2328,6,0.203,527,28.4,0.1488,531,-5.9,0.1905,315,20.5,0.0836,335,-47.1,0.1788,330,13.1,0.1207,290,-23.7,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-8.7
542364,0.2222,981,5,,57,,,80,,,75,,,131,,0.2462,394,10.8,0.1598,244,-28.1,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-8.7
592178,0.3109,2152,6,0.3307,499,6.4,0.4106,453,32.1,0.1701,288,-45.3,0.3892,370,25.2,,207,,0.1881,335,-39.5,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-8.9
669242,0.2815,2615,6,0.3798,387,35.0,0.2737,391,-2.8,0.2,410,-28.9,0.1748,349,-37.9,0.3528,479,25.4,0.2838,599,0.8,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-8.9
683011,0.1686,1851,3,0.2006,344,19.0,0.1954,348,15.9,0.1419,303,-15.8,0.2123,292,26.0,0.2323,310,37.8,-0.0079,254,-104.7,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-9.1
621563,0.2435,1877,5,0.3717,226,52.7,0.2466,223,1.3,0.1003,309,-58.8,0.2602,392,6.9,0.2116,345,-13.1,0.2932,382,20.4,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-9.1
543333,0.2477,2362,5,0.3158,475,27.5,0.2969,421,19.9,0.2156,422,-12.9,0.2069,377,-16.5,0.2225,382,-10.2,0.1965,285,-20.7,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-9.2
657077,0.3029,2988,6,0.4124,531,36.2,0.289,602,-4.6,0.3202,609,5.7,0.2062,480,-31.9,0.3217,429,6.2,0.2374,337,-21.6,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-9.4
592743,0.298,1443,4,0.3992,253,34.0,0.3136,338,5.2,,143,,0.2705,281,-9.2,,188,,0.2333,240,-21.7,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-9.5
608577,0.2364,1273,4,0.2375,240,0.4,0.3048,292,28.9,0.2317,341,-2.0,0.1208,207,-48.9,,100,,,93,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-9.9
665120,0.1764,1168,5,0.2,220,13.4,,222,,0.1583,259,-10.2,,163,,,157,,,147,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-10.2
596142,0.2409,2188,7,0.3028,317,25.7,0.293,430,21.7,0.2537,544,5.3,0.1111,270,-53.9,0.3121,314,29.6,0.1246,313,-48.3,Gary Sánchez,MIL,112.0,1.76,130.7,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-10.4
546318,0.2627,1321,4,,156,,0.2371,367,-9.8,0.2334,287,-11.1,,159,,,171,,,181,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-10.5
570256,0.2263,1025,3,,191,,0.2138,276,-5.6,0.1932,207,-14.6,,151,,,200,,,0,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-10.6
543510,0.1451,1689,7,0.2175,285,50.0,0.1973,294,36.0,0.1452,241,0.1,0.0882,272,-39.2,0.103,301,-29.0,0.1182,296,-18.5,James McCann,AZ,308.0,1.3,56.8,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-12.0
571788,0.265,800,3,,100,,,40,,0.2596,208,-2.0,0.2056,180,-22.4,,136,,,136,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-12.2
571740,0.1364,843,3,,169,,0.1195,226,-12.4,,173,,,86,,,103,,,86,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-12.4
657136,0.1715,927,3,,127,,,147,,,149,,,153,,0.1498,207,-12.7,,144,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-12.7
681297,0.1421,964,3,,84,,,95,,,171,,0.1239,234,-12.8,,206,,,174,,Colton Cowser,BAL,321.0,1.21,71.3,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-12.8
669016,0.1551,1999,5,0.2784,255,79.5,0.1238,323,-20.1,0.0782,307,-49.6,0.1379,348,-11.1,0.1731,364,11.6,0.1592,402,2.7,Brandon Marsh,PHI,90.0,1.8,172.7,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-13.0
593934,0.1798,1318,5,0.0632,269,-64.9,,142,,0.101,208,-43.9,,181,,0.2067,329,14.9,,189,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-14.5
668904,0.2682,936,4,,0,,,116,,,183,,,87,,0.2316,272,-13.6,0.2266,278,-15.5,Royce Lewis,MIN,218.0,1.54,109.2,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-14.5
656582,0.2486,1432,4,0.3802,263,52.9,0.2017,347,-18.9,0.1679,268,-32.5,0.1809,188,-27.3,0.2912,285,17.1,,81,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-15.2
572761,0.2806,1593,6,0.1798,317,-35.9,0.2236,331,-20.3,0.2458,358,-12.4,,199,,,202,,,186,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-15.9
624503,0.1889,900,4,,121,,,154,,0.2428,173,28.5,0.0743,148,-60.7,,132,,,172,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-16.1
687263,0.2361,1423,3,0.2129,202,-9.8,0.2445,319,3.6,,197,,0.2287,258,-3.2,,233,,0.1262,214,-46.6,Zach Neto,LAA,215.0,1.54,212.1,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-16.7
668901,0.2128,1029,3,,101,,,131,,,93,,,170,,0.2261,261,6.2,0.1282,273,-39.8,Mark Vientos,NYM,201.0,1.57,120.5,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-16.8
452678,0.2732,1409,3,0.3532,269,29.2,0.2863,255,4.8,0.1476,271,-46.0,0.2332,223,-14.7,0.2531,245,-7.4,,146,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-16.9
694384,0.3042,1246,3,,179,,,223,,,220,,,214,,0.2521,238,-17.1,,172,,Nolan Schanuel,LAA,134.0,1.71,199.0,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-17.1
672515,0.2904,923,4,0.2188,224,-24.7,0.2825,223,-2.7,0.2073,164,-28.6,,85,,,52,,,175,,Gabriel Moreno,AZ,123.0,1.74,79.0,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-17.1
691026,0.2482,1257,3,,152,,,195,,,231,,,208,,0.2059,272,-17.1,,199,,Masyn Winn,STL,231.0,1.51,159.1,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-17.1
640457,0.3431,1405,4,0.38,250,10.8,0.4629,283,34.9,0.1387,310,-59.6,,185,,,203,,,174,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-17.5
663616,0.2003,1473,5,0.1934,274,-3.4,0.2718,309,35.7,0.1829,328,-8.7,0.0622,241,-68.9,,162,,,159,,Trevor Larnach,MIN,188.0,1.59,125.9,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-17.5
666176,0.178,1382,5,0.18,200,1.1,,176,,,192,,0.1303,238,-26.8,0.1705,393,-4.2,0.1366,183,-23.3,Jo Adell,LAA,161.0,1.64,210.2,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-18.1
669701,0.2347,1504,4,0.3013,239,28.4,0.2419,248,3.1,,198,,0.2474,291,5.4,0.1364,242,-41.9,0.1364,286,-41.9,Josh Smith,TEX,251.0,1.47,135.7,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-20.0
669222,0.2113,1467,5,0.2863,234,35.5,0.2034,408,-3.7,0.1758,330,-16.8,,152,,0.1317,243,-37.7,,100,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-20.5
669364,0.2767,947,3,,118,,,55,,,106,,,212,,,222,,0.2179,234,-21.2,Xavier Edwards,MIA,62.0,1.88,229.6,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-21.2
572039,0.2867,1137,4,0.2379,269,-17.0,0.2241,241,-21.9,,191,,,168,,,169,,,99,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-21.9
670764,0.1273,1414,5,0.2448,192,92.3,0.1043,230,-18.0,0.0984,366,-22.7,0.1145,227,-10.0,,162,,0.0802,237,-37.0,Taylor Walls,TB,317.0,1.24,86.0,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-22.1
673962,0.1707,1201,4,,183,,,225,,,214,,,103,,,186,,0.131,290,-23.2,Josh Jung,TEX,59.0,1.89,200.6,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-23.2
623520,0.1569,816,4,,143,,,166,,,78,,,49,,,161,,0.1187,219,-24.3,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-24.3
596103,0.1608,1256,7,,128,,,55,,0.1078,204,-32.9,0.2885,364,79.4,0.1576,349,-2.0,-0.0769,156,-147.8,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-25.8
669397,0.0955,1005,4,,138,,,164,,,86,,-0.0236,212,-124.7,0.1653,242,73.0,,163,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-25.9
693304,0.2089,857,3,,0,,,78,,,199,,0.1547,265,-25.9,,118,,,197,,Nick Gonzales,PIT,257.0,1.45,154.6,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-25.9
666397,0.152,842,3,,192,,,123,,,63,,,76,,0.0856,187,-43.7,0.1393,201,-8.4,Edouard Julien,COL,300.0,1.34,113.9,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-26.1
677587,0.1808,835,3,,150,,,86,,,65,,,146,,0.1318,220,-27.1,,168,,Brayan Rocchio,CLE,225.0,1.53,164.8,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-27.1
656976,0.231,1316,5,0.3322,292,43.8,0.1865,386,-19.3,0.1511,331,-34.6,,75,,,95,,,137,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-27.8
455139,0.1864,1014,4,0.1942,206,4.2,0.0939,213,-49.6,,150,,,142,,0.165,200,-11.5,,103,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-28.5
572287,0.1038,1146,5,0.1726,226,66.2,0.0182,275,-82.5,0.0288,208,-72.2,,105,,0.1641,195,58.0,,137,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-28.7
476704,0.2815,1279,3,,212,,0.1933,326,-31.3,,201,,,194,,,192,,,154,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-31.3
668731,0.1933,931,4,,130,,,137,,,118,,,149,,0.0642,187,-66.8,0.2,210,3.4,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-31.7
669224,0.2226,912,3,,149,,,128,,,123,,,147,,,146,,0.1507,219,-32.3,Austin Wells,NYY,144.0,1.68,130.4,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-32.3
592348,0.1708,1247,3,0.1498,207,-12.3,0.1667,282,-2.4,0.0601,233,-64.8,,192,,,180,,,153,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-37.0
670042,0.2146,1016,4,0.1828,186,-14.8,,155,,,156,,0.1294,255,-39.7,,132,,,132,,Luke Raley,SEA,270.0,1.42,115.1,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-39.7
621550,0.1579,1146,5,,172,,0.141,234,-10.7,,193,,,187,,,178,,0.0385,182,-75.6,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-46.7
672284,0.1288,1281,5,0.1277,274,-0.8,0.1172,256,-9.0,,192,,0.0273,220,-78.8,,182,,,157,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-47.7
678882,0.1954,1213,3,,187,,,193,,,195,,,189,,,209,,0.0875,240,-55.2,Ceddanne Rafaela,BOS,233.0,1.5,148.1,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-55.2
622761,0.1585,959,4,,149,,0.1074,270,-32.2,0.0402,199,-74.6,,79,,,180,,,82,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-55.7
425783,0.2862,1307,2,,230,,,231,,,234,,,208,,,219,,,185,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
429665,0.3327,989,2,,205,,,212,,,197,,,205,,,68,,,102,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
430945,0.2758,1113,2,,219,,,218,,,198,,,175,,,159,,,144,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
435622,0.2523,1074,2,,184,,,187,,,192,,,171,,,173,,,167,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
444876,0.2187,983,3,,172,,,166,,,92,,,184,,,161,,,208,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
448801,-0.0073,821,2,,159,,,169,,,121,,,155,,,161,,,56,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
451594,0.2217,875,2,,182,,,166,,,135,,,165,,,113,,,114,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
453943,0.263,882,2,,104,,,86,,,209,,,90,,,223,,,170,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",
